Rank,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score
428,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"19,013",7.172,0.044350
429,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"29,695",7.144,0.032980
430,Reviews in Aquaculture,860,7.139,0.001960
431,AMERICAN JOURNAL OF KIDNEY DISEASES,"23,490",7.129,0.034740
432,Eurosurveillance,"8,482",7.127,0.031200
433,Redox Biology,"4,083",7.126,0.012060
434,Alcohol Research-Current Reviews,694,7.111,0.003060
435,EXERCISE IMMUNOLOGY REVIEW,740,7.105,0.001110
436,CARBON,"66,865",7.082,0.084580
437,SPORTS MEDICINE,"13,251",7.074,0.017320
438,Molecular Ecology Resources,"9,272",7.059,0.017390
439,WATER RESEARCH,"76,647",7.051,0.072800
440,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"48,247",7.050,0.090300
441,2D Materials,"3,284",7.042,0.011740
442,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"13,524",7.034,0.020470
443,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,"4,232",7.028,0.006740
444,EUROPEAN JOURNAL OF EPIDEMIOLOGY,"7,281",7.023,0.016240
444,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,"9,504",7.023,0.009370
446,MOLECULAR THERAPY,"16,013",7.008,0.029180
447,Reviews of Environmental Contamination and Toxicology,"1,937",7.000,0.001440
448,FISH AND FISHERIES,"3,611",6.990,0.007070
449,Journal of Allergy and Clinical Immunology-In Practice,"2,802",6.966,0.009670
450,JOURNAL OF POWER SOURCES,"113,385",6.945,0.140720
451,SCHIZOPHRENIA BULLETIN,"15,697",6.944,0.027700
451,SCHIZOPHRENIA BULLETIN,"15,697",6.944,0.027700
453,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"26,450",6.898,0.035000
454,PROGRESS IN HUMAN GEOGRAPHY,"6,354",6.885,0.009830
455,ACS Photonics,"5,823",6.880,0.024540
456,FRONTIERS IN NEUROENDOCRINOLOGY,"3,924",6.875,0.006040
457,ONCOGENE,"66,411",6.854,0.075960
458,Advances in Nutrition,"3,937",6.853,0.012870
459,DRUG DISCOVERY TODAY,"12,976",6.848,0.021370
460,JOURNAL OF SERVICE RESEARCH,"4,093",6.842,0.003430
461,Biofabrication,"2,758",6.838,0.005720
462,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,"10,612",6.827,0.017380
463,HYPERTENSION,"36,908",6.823,0.049510
464,IEEE TRANSACTIONS ON POWER ELECTRONICS,"39,888",6.812,0.068360
465,BRITISH JOURNAL OF PHARMACOLOGY,"33,254",6.810,0.038950
466,Annual Review of Animal Biosciences,582,6.775,0.002460
467,Annual Review of Sociology,"10,454",6.773,0.008860
468,JOURNAL OF CATALYSIS,"45,347",6.759,0.034020
469,Annual Review of Nuclear and Particle Science,"2,433",6.756,0.005260
470,Cochrane Database of Systematic Reviews,"62,332",6.754,0.167260
470,JOURNAL OF INTERNAL MEDICINE,"10,327",6.754,0.016070
470,PROGRESS IN CARDIOVASCULAR DISEASES,"3,733",6.754,0.008030
473,CHEMICAL ENGINEERING JOURNAL,"73,657",6.735,0.104380
474,CELLULAR AND MOLECULAR LIFE SCIENCES,"23,341",6.721,0.041340
475,CURRENT OPINION IN MICROBIOLOGY,"9,437",6.710,0.018220
476,ACADEMY OF MANAGEMENT JOURNAL,"34,781",6.700,0.026830
477,Polymer Reviews,"1,731",6.690,0.001860
478,mBio,"12,940",6.689,0.059030
479,JAMA Ophthalmology,"4,063",6.669,0.020240
480,MODERN PATHOLOGY,"13,649",6.655,0.022670
481,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"156,556",6.653,0.183730
482,Information Fusion,"3,303",6.639,0.006130
483,Journal of Crohns & Colitis,"6,643",6.637,0.023630
484,Astrophysical Journal Letters,"29,851",6.634,0.113020
485,CRITICAL CARE MEDICINE,"39,873",6.630,0.055420
486,ENDOSCOPY,"10,185",6.629,0.017400
487,GENOMICS PROTEOMICS & BIOINFORMATICS,"1,225",6.615,0.003480
488,IEEE Computational Intelligence Magazine,980,6.611,0.002010
489,TRENDS IN FOOD SCIENCE & TECHNOLOGY,"11,912",6.609,0.011510
490,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,"1,523",6.605,0.003070
491,DESALINATION,"38,360",6.603,0.029360
492,BLOOD REVIEWS,"2,810",6.600,0.006010
492,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"3,208",6.600,0.001230
494,JOURNAL OF MEMBRANE SCIENCE,"63,578",6.578,0.060530
495,AMERICAN JOURNAL OF CLINICAL NUTRITION,"58,213",6.549,0.055760
496,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,736",6.548,0.005230
497,CLINICAL PHARMACOLOGY & THERAPEUTICS,"15,826",6.544,0.019880
497,IUCrJ,"1,189",6.544,0.006150
497,NEUROPSYCHOPHARMACOLOGY,"24,537",6.544,0.042870
500,CURRENT OPINION IN NEUROBIOLOGY,"14,190",6.541,0.034670
501,CANCER,"68,221",6.537,0.074740
501,Stem Cell Reports,"4,525",6.537,0.026290
503,JOURNAL OF HUMAN RESOURCES,"4,640",6.531,0.010380
504,ANTIOXIDANTS & REDOX SIGNALING,"19,324",6.530,0.032120
505,ANESTHESIOLOGY,"28,896",6.523,0.029600
506,Physics of the Dark Universe,840,6.509,0.003870
507,Circulation-Cardiovascular Interventions,"4,902",6.504,0.019620
508,Nanomedicine-Nanotechnology Biology and Medicine,"9,338",6.500,0.015670
509,BRITISH JOURNAL OF ANAESTHESIA,"20,435",6.499,0.026390
510,AMERICAN JOURNAL OF TRANSPLANTATION,"23,460",6.493,0.051290
511,ORGANIC LETTERS,"95,762",6.492,0.149960
512,CANCER LETTERS,"29,311",6.491,0.042280
513,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,"3,297",6.489,0.003540
514,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"18,604",6.486,0.023410
514,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"18,604",6.486,0.023410
516,PSYCHOLOGICAL METHODS,"10,989",6.485,0.012430
517,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,"1,521",6.481,0.002030
518,JOURNAL OF ECONOMIC GROWTH,"2,192",6.480,0.004660
519,Journal of the National Comprehensive Cancer Network,"5,143",6.471,0.017530
520,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,"11,143",6.467,0.006040
521,REMOTE SENSING OF ENVIRONMENT,"44,168",6.457,0.052910
522,PROGRESS IN PHOTOVOLTAICS,"8,021",6.456,0.013460
523,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"28,457",6.448,0.038800
524,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,"2,741",6.442,0.005880
525,ECONOMIC GEOGRAPHY,"2,840",6.438,0.001940
526,Seminars in Immunopathology,"2,967",6.437,0.009290
527,JOURNAL OF HAZARDOUS MATERIALS,"88,496",6.434,0.068520
528,Molecular Neurodegeneration,"3,489",6.426,0.009850
529,CRITICAL CARE,"21,910",6.425,0.046890
530,Advances in Cancer Research,"2,343",6.422,0.003690
531,CYTOKINE & GROWTH FACTOR REVIEWS,"5,668",6.395,0.008050
532,Acta Biomaterialia,"30,640",6.383,0.049410
533,Science Signaling,"10,316",6.378,0.037220
534,ENERGY CONVERSION AND MANAGEMENT,"43,333",6.377,0.055420
535,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"13,945",6.371,0.025640
535,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"13,945",6.371,0.025640
537,Methods in Ecology and Evolution,"8,866",6.363,0.037040
538,BULLETIN OF THE WORLD HEALTH ORGANIZATION,"15,375",6.361,0.018360
539,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,"2,088",6.350,0.004260
540,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,"1,665",6.333,0.001750
541,JOURNAL OF BONE AND MINERAL RESEARCH,"26,804",6.314,0.036920
542,CURRENT OPINION IN PHARMACOLOGY,"6,495",6.313,0.012180
543,CEREBRAL CORTEX,"29,570",6.308,0.058970
544,BRAIN BEHAVIOR AND IMMUNITY,"12,583",6.306,0.026850
545,PLANT BIOTECHNOLOGY JOURNAL,"6,544",6.305,0.014270
546,BRIEFINGS IN BIOINFORMATICS,"4,731",6.302,0.015010
547,Molecular Metabolism,"2,403",6.291,0.012250
548,CARDIOVASCULAR RESEARCH,"22,195",6.290,0.027350
548,CHEMICAL COMMUNICATIONS,"190,160",6.290,0.332820
550,CLINICAL NUCLEAR MEDICINE,"4,756",6.281,0.006950
551,JOURNAL OF MEDICINAL CHEMISTRY,"69,725",6.253,0.080720
551,JOURNAL OF PATHOLOGY,"16,156",6.253,0.024060
553,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"19,482",6.250,0.019260
553,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"19,482",6.250,0.019260
555,STROKE,"65,854",6.239,0.088520
556,Therapeutic Advances in Medical Oncology,"1,020",6.238,0.002650
557,IEEE Transactions on Sustainable Energy,"6,151",6.235,0.018590
558,Protein & Cell,"2,363",6.228,0.008060
559,INVESTIGATIVE RADIOLOGY,"6,486",6.224,0.012410
560,Circulation-Cardiovascular Imaging,"5,438",6.221,0.020160
561,PERIODONTOLOGY 2000,"4,308",6.220,0.004430
562,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,"5,661",6.217,0.008740
563,CANADIAN MEDICAL ASSOCIATION JOURNAL,"14,191",6.210,0.016510
564,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,"12,782",6.198,0.007470
565,BRAIN PATHOLOGY,"4,952",6.187,0.007750
566,EBioMedicine,"3,378",6.183,0.015290
567,CRITICAL REVIEWS IN PLANT SCIENCES,"3,185",6.162,0.002490
568,Materials Research Letters,907,6.161,0.003260
569,PLoS Pathogens,"40,344",6.158,0.122380
570,Social Issues and Policy Review,356,6.143,0.001240
571,BREAST CANCER RESEARCH,"11,022",6.142,0.020000
572,ACS Sustainable Chemistry & Engineering,"12,770",6.140,0.027900
573,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"9,024",6.138,0.024200
574,ACS Macro Letters,"8,551",6.131,0.031240
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,"17,837",6.131,0.024200
574,MOLECULAR ECOLOGY,"37,813",6.131,0.062120
577,BRITISH JOURNAL OF DERMATOLOGY,"26,280",6.129,0.034830
578,PSYCHOLOGICAL SCIENCE,"30,367",6.128,0.052750
579,AUTOMATICA,"36,936",6.126,0.064880
580,Brain Stimulation,"4,263",6.120,0.014510
581,Pigment Cell & Melanoma Research,"4,430",6.115,0.007840
582,Journal of Supply Chain Management,"2,281",6.105,0.002590
582,Particle and Fibre Toxicology,"4,048",6.105,0.007890
584,Clinical Epigenetics,"2,172",6.091,0.007720
585,Environmental Science-Nano,"1,882",6.087,0.004480
586,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"34,074",6.086,0.044820
587,CANCER AND METASTASIS REVIEWS,"6,106",6.081,0.006870
588,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,"3,654",6.059,0.006350
589,AMERICAN JOURNAL OF SPORTS MEDICINE,"32,251",6.057,0.041740
590,ALLERGY,"16,476",6.048,0.025790
591,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"19,450",6.045,0.028280
592,ANALYTICAL CHEMISTRY,"123,665",6.042,0.153250
593,IEEE Vehicular Technology Magazine,"1,154",6.038,0.003230
594,ACTA MATERIALIA,"63,701",6.036,0.083780
595,Emerging Microbes & Infections,"1,318",6.032,0.005910
596,Annual Review of Environment and Resources,"3,537",6.025,0.004500
596,Annual Review of Environment and Resources,"3,537",6.025,0.004500
598,DIABETOLOGIA,"28,810",6.023,0.048370
599,FREE RADICAL BIOLOGY AND MEDICINE,"40,089",6.020,0.043060
600,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,"10,197",6.015,0.011670
601,Acta Pharmaceutica Sinica B,"1,600",6.014,0.004150
601,Nanophotonics,"1,196",6.014,0.005120
603,ULTRASONICS SONOCHEMISTRY,"14,026",6.012,0.014300
604,JOURNAL OF BUSINESS VENTURING,"9,828",6.000,0.007810
604,MILBANK QUARTERLY,"3,552",6.000,0.005590
604,MILBANK QUARTERLY,"3,552",6.000,0.005590
604,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"2,769",6.000,0.003980
608,LAB ON A CHIP,"29,513",5.995,0.051340
609,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,"8,535",5.994,0.015870
610,DIABETES OBESITY & METABOLISM,"8,680",5.980,0.022060
611,Journal of Materials Chemistry C,"29,929",5.976,0.076910
612,JOURNAL OF NEUROSCIENCE,"176,157",5.970,0.265950
613,METABOLISM-CLINICAL AND EXPERIMENTAL,"13,117",5.963,0.016570
614,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"10,294",5.958,0.023170
615,ADDICTION,"18,607",5.953,0.028990
615,ADDICTION,"18,607",5.953,0.028990
617,PLANT PHYSIOLOGY,"75,249",5.949,0.071020
618,PHYSIOLOGY,"3,235",5.947,0.005780
619,Advances in Immunology,"2,423",5.935,0.004250
620,Acta Physiologica,"4,489",5.930,0.008330
621,BRITISH JOURNAL OF CANCER,"46,723",5.922,0.065130
622,TOURISM MANAGEMENT,"17,967",5.921,0.011750
623,CHEMISTRY & BIOLOGY,"12,036",5.915,0.022840
624,MACROMOLECULES,"105,933",5.914,0.093960
625,Mobile DNA,622,5.891,0.003000
626,CONSERVATION BIOLOGY,"20,885",5.890,0.020350
627,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,"27,391",5.888,0.061630
628,ADMINISTRATIVE SCIENCE QUARTERLY,"17,865",5.878,0.008210
628,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,"20,873",5.878,0.023060
630,CLADISTICS,"3,775",5.877,0.004220
631,BIOSCIENCE,"17,072",5.876,0.014390
632,Molecular Autism,"1,679",5.872,0.006320
632,Translational Neurodegeneration,589,5.872,0.002280
634,Environmental Science & Technology Letters,"1,660",5.869,0.006270
635,BRITISH JOURNAL OF PSYCHIATRY,"24,481",5.867,0.022960
635,BRITISH JOURNAL OF PSYCHIATRY,"24,481",5.867,0.022960
637,IEEE Internet of Things Journal,"2,205",5.863,0.006630
637,RESUSCITATION,"13,781",5.863,0.025150
639,Internet and Higher Education,"2,431",5.847,0.002810
640,GLIA,"13,417",5.846,0.020530
641,Wiley Interdisciplinary Reviews-RNA,"2,142",5.844,0.009350
642,Clinical Journal of the American Society of Nephrology,"15,858",5.835,0.035740
643,Biomaterials Science,"3,295",5.831,0.008260
644,Current Topics in Microbiology and Immunology,"5,633",5.829,0.011740
645,IEEE Transactions on Information Forensics and Security,"7,294",5.824,0.019910
646,Nanotoxicology,"4,346",5.811,0.008930
647,BIORESOURCE TECHNOLOGY,"101,191",5.807,0.109450
648,Comprehensive Physiology,"3,159",5.797,0.013090
649,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"78,047",5.789,0.104690
649,Journal of Tissue Engineering,439,5.789,0.001000
651,NUTRITION REVIEWS,"7,526",5.788,0.010600
652,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"6,919",5.785,0.007270
653,Annual Review of Organizational Psychology and Organizational Behavior,606,5.775,0.003550
653,PLANT JOURNAL,"39,212",5.775,0.045570
655,BMC BIOLOGY,"5,144",5.770,0.017210
656,JOURNAL OF MEDICAL GENETICS,"12,239",5.751,0.019280
657,mSystems,428,5.750,0.002010
658,JOURNAL OF APPLIED ECOLOGY,"18,142",5.742,0.022820
659,BIOMACROMOLECULES,"36,807",5.738,0.040810
660,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"69,595",5.733,0.028850
661,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,"39,534",5.732,0.050330
662,ARCHIVES OF TOXICOLOGY,"8,949",5.728,0.013830
663,BASIC RESEARCH IN CARDIOLOGY,"4,199",5.723,0.007870
664,Neurotherapeutics,"3,973",5.719,0.008980
665,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,"1,941",5.716,0.002740
666,ACS Sensors,"1,408",5.711,0.003700
667,MICROCHIMICA ACTA,"10,258",5.705,0.010800
668,Circulation-Heart Failure,"6,064",5.684,0.024050
668,Epidemiology and Psychiatric Sciences,950,5.684,0.003550
668,Epidemiology and Psychiatric Sciences,950,5.684,0.003550
671,World Allergy Organization Journal,"1,352",5.676,0.003800
672,SENSORS AND ACTUATORS B-CHEMICAL,"65,518",5.667,0.076000
672,Solid State Physics,"2,099",5.667,0.000470
674,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"41,872",5.666,0.071290
675,Circulation-Cardiovascular Genetics,"3,394",5.664,0.011400
676,Molecular Therapy-Nucleic Acids,"2,180",5.660,0.008200
677,GONDWANA RESEARCH,"11,482",5.657,0.026840
678,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,"1,201",5.656,0.001400
679,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,"12,420",5.654,0.018820
680,JOURNAL OF CLEANER PRODUCTION,"45,454",5.651,0.055420
681,Current Opinion in Virology,"3,317",5.644,0.013830
682,Cell Death & Disease,"14,475",5.638,0.046010
683,Forensic Science International-Genetics,"4,168",5.637,0.007560
684,Advances in Virus Research,"1,732",5.636,0.002430
685,Advanced Healthcare Materials,"6,465",5.609,0.019660
686,JOURNAL OF ECONOMIC PERSPECTIVES,"11,300",5.607,0.021740
687,FASEB JOURNAL,"41,572",5.595,0.051640
687,Journal of Molecular Cell Biology,"1,877",5.595,0.005920
689,Cell Chemical Biology,936,5.592,0.005100
690,STEM CELLS,"21,694",5.587,0.035680
691,EXPERIMENTAL AND MOLECULAR MEDICINE,"3,538",5.584,0.007100
692,Journal of Clinical Medicine,"1,673",5.583,0.005320
693,ADDICTION BIOLOGY,"3,947",5.578,0.009640
694,ASTRONOMY & ASTROPHYSICS,"121,208",5.565,0.204820
695,JOURNAL OF GASTROENTEROLOGY,"7,217",5.561,0.011490
696,PAIN,"36,132",5.559,0.038000
697,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,"46,595",5.554,0.055060
698,Expert Opinion on Drug Delivery,"6,203",5.553,0.009350
699,ASTROPHYSICAL JOURNAL,"246,421",5.551,0.357080
700,ACM COMPUTING SURVEYS,"6,593",5.550,0.011790
701,International Journal of Behavioral Nutrition and Physical Activity,"8,371",5.548,0.019780
702,Progress in Optics,988,5.545,0.000690
703,JOURNAL OF HIGH ENERGY PHYSICS,"81,975",5.541,0.161720
704,PLoS Genetics,"42,988",5.540,0.171040
705,Topics in Current Chemistry,"6,184",5.537,0.012110
706,Ocular Surface,"1,978",5.530,0.002880
707,PERSONNEL PSYCHOLOGY,"7,323",5.523,0.005670
708,PEDIATRICS,"77,301",5.515,0.118620
709,Frontiers in Immunology,"16,999",5.511,0.067470
710,ATMOSPHERIC CHEMISTRY AND PHYSICS,"43,818",5.509,0.090450
711,Journal of CO2 Utilization,"1,686",5.503,0.003120
711,OncoImmunology,"5,963",5.503,0.020500
713,INTERNATIONAL JOURNAL OF PLASTICITY,"10,827",5.502,0.014370
714,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,"11,234",5.500,0.017450
715,Biotechnology for Biofuels,"7,769",5.497,0.020590
716,CLINICAL NUTRITION,"10,558",5.496,0.016870
717,VALUE IN HEALTH,"7,497",5.494,0.017360
717,VALUE IN HEALTH,"7,497",5.494,0.017360
719,FUNCTIONAL ECOLOGY,"14,638",5.491,0.021760
720,STRATEGIC MANAGEMENT JOURNAL,"30,774",5.482,0.024200
721,BIOINFORMATICS,"95,300",5.481,0.201110
722,JOURNAL OF RETAILING,"7,053",5.480,0.003560
723,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,"2,583",5.475,0.004180
723,PSYCHOLOGICAL MEDICINE,"23,080",5.475,0.039400
723,PSYCHOLOGICAL MEDICINE,"23,080",5.475,0.039400
726,Advanced Electronic Materials,"2,231",5.466,0.007630
727,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,"4,918",5.457,0.013530
728,Organic Chemistry Frontiers,"3,810",5.455,0.011150
729,OSTEOARTHRITIS AND CARTILAGE,"15,911",5.454,0.026630
730,INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,"2,503",5.449,0.005170
731,BRITISH JOURNAL OF SURGERY,"22,899",5.433,0.031220
732,ANAESTHESIA,"10,098",5.431,0.009760
733,CEMENT AND CONCRETE RESEARCH,"27,771",5.430,0.017430
733,IEEE Transactions on Industrial Informatics,"8,513",5.430,0.023010
733,MIS QUARTERLY,"15,184",5.430,0.011960
733,MIS QUARTERLY,"15,184",5.430,0.011960
737,NEUROIMAGE,"92,719",5.426,0.152610
738,HEART,"17,545",5.420,0.034110
739,DNA RESEARCH,"2,952",5.415,0.005620
739,Global Change Biology Bioenergy,"3,144",5.415,0.008330
739,PLANT CELL AND ENVIRONMENT,"20,478",5.415,0.022720
742,Acta Neuropathologica Communications,"2,326",5.414,0.011550
743,DEVELOPMENT,"53,815",5.413,0.085710
744,Journal of Chemical Theory and Computation,"27,284",5.399,0.068150
745,JOURNAL OF FINANCE,"34,342",5.397,0.051810
746,CLINICAL MICROBIOLOGY AND INFECTION,"15,983",5.394,0.039650
747,JOURNAL OF UROLOGY,"50,944",5.381,0.051660
748,JOURNAL OF DENTAL RESEARCH,"19,305",5.380,0.020950
749,Catalysis Science & Technology,"15,461",5.365,0.038110
749,MOLECULAR CANCER THERAPEUTICS,"19,211",5.365,0.031690
751,HUMAN MUTATION,"12,927",5.359,0.028300
752,MEDICAL IMAGE ANALYSIS,"6,383",5.356,0.011900
753,Business Strategy and the Environment,"4,003",5.355,0.002260
754,JOURNAL OF EXPERIMENTAL BOTANY,"40,585",5.354,0.057920
755,Epigenetics & Chromatin,"1,410",5.351,0.007630
756,PROCEEDINGS OF THE NUTRITION SOCIETY,"5,238",5.347,0.006230
757,Annual Review of Virology,522,5.345,0.003070
758,Wiley Interdisciplinary Reviews-Developmental Biology,"1,106",5.343,0.006580
759,PROCEEDINGS OF THE COMBUSTION INSTITUTE,"13,253",5.336,0.015970
760,ENDOCRINE-RELATED CANCER,"7,114",5.331,0.012410
761,JOURNAL OF MANAGEMENT STUDIES,"10,428",5.329,0.009770
762,Cancers,"3,897",5.326,0.008990
763,Journal of the American Medical Directors Association,"6,905",5.325,0.018230
764,Cell Communication and Signaling,"2,034",5.324,0.005510
765,ENTREPRENEURSHIP THEORY AND PRACTICE,"8,965",5.321,0.006890
766,ACS Synthetic Biology,"3,112",5.316,0.014110
767,CRITICAL REVIEWS IN TOXICOLOGY,"3,927",5.313,0.003740
768,ONCOLOGIST,"11,433",5.306,0.020480
769,Scientific Data,"1,567",5.305,0.008550
770,AMERICAN JOURNAL OF HEMATOLOGY,"9,458",5.303,0.022620
771,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"14,186",5.296,0.025030
772,JOURNAL OF NANOBIOTECHNOLOGY,"3,004",5.294,0.005360
772,PURE AND APPLIED CHEMISTRY,"14,326",5.294,0.008030
774,Multiple Sclerosis Journal,"10,675",5.280,0.021890
775,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"3,337",5.279,0.007160
776,Environmental Innovation and Societal Transitions,"1,045",5.265,0.002450
776,Environmental Innovation and Societal Transitions,"1,045",5.265,0.002450
778,Molecular Oncology,"4,529",5.264,0.013160
779,Journal of Biological Engineering,756,5.256,0.001600
780,IEEE TRANSACTIONS ON POWER SYSTEMS,"34,454",5.255,0.048200
781,JOURNAL OF POLITICAL ECONOMY,"23,281",5.247,0.026310
782,RHEUMATOLOGY,"18,744",5.245,0.033810
783,Photonics Research,"1,208",5.242,0.003990
784,CRITICAL REVIEWS IN BIOTECHNOLOGY,"2,831",5.239,0.003810
785,Cardiovascular Diabetology,"4,796",5.235,0.011190
786,ALTEX-Alternatives to Animal Experimentation,"1,261",5.232,0.001990
786,MOLECULAR & CELLULAR PROTEOMICS,"17,761",5.232,0.046930
788,EUROPACE,"9,232",5.231,0.026860
789,NEUROBIOLOGY OF DISEASE,"16,259",5.227,0.031390
790,AMERICAN JOURNAL OF POLITICAL SCIENCE,"11,213",5.220,0.023760
790,CLINICAL SCIENCE,"10,321",5.220,0.013630
792,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,"29,292",5.217,0.050730
793,RNA Biology,"5,089",5.216,0.019400
794,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"3,440",5.205,0.003220
795,Advances in Wound Care,"1,543",5.200,0.005240
795,Advances in the Study of Behavior,"1,219",5.200,0.001020
795,YALE LAW JOURNAL,"5,268",5.200,0.007010
798,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,"148,250",5.194,0.281930
799,Journal of Neuroinflammation,"9,761",5.193,0.024860
800,INTERNATIONAL IMMUNOLOGY,"5,989",5.189,0.005930
801,JOURNAL OF INFECTIOUS DISEASES,"45,662",5.186,0.075270
802,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,989",5.182,0.004700
802,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,989",5.182,0.004700
804,Aging-US,"4,410",5.179,0.010910
804,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,"7,047",5.179,0.019420
806,IEEE Journal of Emerging and Selected Topics in Power Electronics,"2,358",5.177,0.009960
807,EUROPEAN PHYSICAL JOURNAL C,"19,814",5.172,0.053970
807,JOURNAL OF ECOLOGY,"18,409",5.172,0.024820
809,Journal of Travel Research,"7,446",5.169,0.004170
810,REVISTA ESPANOLA DE CARDIOLOGIA,"3,338",5.166,0.004720
811,mAbs,"3,767",5.165,0.011220
812,JOURNAL OF FINANCIAL ECONOMICS,"28,511",5.162,0.057820
